acn,flight_phase,phase_Climb,phase_Cruise,phase_Descent,phase_Downwind,phase_FinalApproach,phase_Ground/Preflight(UAS),phase_Hovering(UAS),phase_InitialApproach,phase_InitialClimb,phase_Landing,phase_Parked,phase_ReturntoHome(UAS),phase_Takeoff/Launch,phase_Taxi,phase_flightseveraldays,phase_nan,phase_other
1507557,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1513720,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513718,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513706,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1513663,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1513655,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1513614,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513606,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1513600,Initial Approach; Initial Climb,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1513569,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1513565,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513755,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1513561,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1513436,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513434,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1513430,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1513429,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513381,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513375,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1513344,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1513320,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1513314,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1513310,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1513498,Final Approach; Landing,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1513304,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1513813,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1513831,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514155,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1514149,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1514114,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514112,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514103,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1514099,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514096,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1514088,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514087,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1514080,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1513822,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514077,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1514048,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1514028,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514026,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1514006,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513972,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1513970,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513888,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1513871,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513854,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1513835,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1514071,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513297,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1513281,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1513280,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1512695,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512659,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1512649,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1512648,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1512643,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1512641,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1512629,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1512622,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1512615,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512605,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1512723,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1512597,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1512588,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512583,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1512580,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1512574,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1512556,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1512554,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512544,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1512495,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1512489,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1512485,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512591,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512728,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1512773,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1512779,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513276,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1513266,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1513252,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1513236,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1513222,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1513216,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1513213,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1513177,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1513169,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1513063,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1513062,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1513061,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1513018,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1512955,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1512953,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512938,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512907,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512906,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1512899,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512873,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1512851,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1512801,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512786,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514210,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514220,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514266,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1514270,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1515773,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1515746,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515669,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1515660,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1515651,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1515636,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1515632,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1515604,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1515525,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1515502,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1515808,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1515498,Initial Climb; Takeoff / Launch,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1515470,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515464,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515462,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1515436,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1515435,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1515432,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1515384,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1515381,Takeoff / Launch; Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1515333,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515328,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515480,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1515814,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515818,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1515849,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785180,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1609918,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572568,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1539222,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1520747,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518261,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518022,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1517573,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1517400,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1517294,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1517223,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1517160,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517142,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1517130,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1517127,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516979,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1516913,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1516910,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516870,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1516263,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1516248,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516222,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1515905,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1515327,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1512466,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1515325,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1515251,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1514760,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1514750,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514691,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1514683,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514674,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514668,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1514621,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1514618,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1514593,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1514576,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514775,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1514515,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1514398,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514392,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514378,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1514340,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514337,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1514312,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1514293,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514283,Descent; Initial Approach,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1514279,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1514276,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514448,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1514784,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1514808,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1514866,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515241,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1515228,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515208,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1515187,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1515186,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1515183,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1515168,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1515157,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1515155,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515147,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515139,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1515127,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1515069,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1515057,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1515050,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515017,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1514990,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1514984,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514952,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514886,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514885,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1514884,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1514883,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515299,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1512463,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1514359,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1512448,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1510098,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510060,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510055,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1510048,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510031,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510024,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510022,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509991,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1509931,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1509930,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1510105,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1509904,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1509890,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1509879,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1509878,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1509851,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1509844,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1509813,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1509800,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1509716,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1509679,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509624,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1509900,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510119,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1510138,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1510169,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1510773,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1510771,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1510764,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510763,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1510762,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1510709,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1510704,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1510703,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510676,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1510655,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1510607,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1510576,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1510565,Descent; Initial Approach,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1510560,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1510398,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1510381,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1510308,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510304,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1510237,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1510232,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1510187,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510179,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1510173,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509528,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510779,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1509527,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1509505,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1508985,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1508975,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1508965,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1508881,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1508868,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508840,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1508809,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508804,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1508753,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508743,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508988,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508733,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1508637,Final Approach; Initial Approach,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1508596,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508587,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1508507,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1508472,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1508441,Final Approach; Initial Approach,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1508434,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1508078,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508049,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512452,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508657,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508997,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509002,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509007,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509497,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1509489,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1509474,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1509471,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1509426,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1509420,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1509387,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1509372,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509285,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1509252,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509233,Takeoff / Launch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1509224,Parked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1509218,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1509179,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1509173,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1509172,Taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1509150,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1509149,Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509121,Initial Climb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1509104,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1509055,Landing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1509028,Descent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509024,Initial Approach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1509520,Climb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510785,Final Approach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
